"seller","day_of_week","income"
Jacob Martinez,Friday,0.0000
Jacob Martinez,Saturday,0.0000
Jacob Martinez,Sunday,0.0000
James Evans,Monday,46253601.4500
James Evans,Tuesday,51631927.2000
James Evans,Wednesday,46612156.5000
James Evans,Thursday,40516720.6500
James Evans,Friday,47687821.6500
James Evans,Saturday,46253601.4500
James Evans,Sunday,44460826.2000
James Kumar,Monday,4661215.6500
James Kumar,Tuesday,4302660.6000
James Kumar,Wednesday,6453990.9000
James Kumar,Thursday,5019770.7000
James Kumar,Friday,7529656.0500
James Kumar,Saturday,3226995.4500
James Kumar,Sunday,5019770.7000
James Mitchell,Monday,3226995.4500
James Mitchell,Tuesday,3226995.4500
James Mitchell,Wednesday,2151330.3000
James Mitchell,Thursday,3944105.5500
James Mitchell,Friday,2509885.3500
James Mitchell,Saturday,2868440.4000
James Mitchell,Sunday,3585550.5000
Jane Greer,Monday,82554605.0000
Jane Greer,Tuesday,83599600.0000
Jane Greer,Wednesday,65834685.0000
Jane Greer,Thursday,62699700.0000
Jane Greer,Friday,67924675.0000
Jane Greer,Saturday,62699700.0000
Jane Greer,Sunday,80464615.0000
Jared Gray,Monday,0.0000
Jared Gray,Tuesday,0.0000
Jared Gray,Wednesday,0.0000
Jared Gray,Thursday,0.0000
Jared Gray,Friday,0.0000
Jared Gray,Saturday,0.0000
Jared Gray,Sunday,0.0000
Jarrod Rana,Monday,622076.4000
Jarrod Rana,Tuesday,622076.4000
Jarrod Rana,Wednesday,1244152.8000
Jarrod Rana,Thursday,1866229.2000
Jarrod Rana,Friday,622076.4000
Jarrod Rana,Saturday,1866229.2000
Jarrod Rana,Sunday,1244152.8000
Jay Carlson,Monday,249345.8000
Jay Carlson,Tuesday,174542.0600
Jay Carlson,Wednesday,224411.2200
Jay Carlson,Thursday,224411.2200
Jay Carlson,Friday,199476.6400
Jay Carlson,Saturday,174542.0600
Jay Carlson,Sunday,174542.0600
Jenny Liang,Monday,3573774.0000
Jenny Liang,Tuesday,3363552.0000
Jenny Liang,Wednesday,2943108.0000
Jenny Liang,Thursday,5465772.0000
Jenny Liang,Friday,2312442.0000
Jenny Liang,Saturday,1681776.0000
Jenny Liang,Sunday,3363552.0000
Jenny Zimmerman,Monday,31823906.4000
Jenny Zimmerman,Tuesday,13259961.0000
Jenny Zimmerman,Wednesday,15911953.2000
Jenny Zimmerman,Thursday,26519922.0000
Jenny Zimmerman,Friday,23867929.8000
Jenny Zimmerman,Saturday,13259961.0000
Jenny Zimmerman,Sunday,31823906.4000
Jermaine Kapoor,Monday,75499860.0000
Jermaine Kapoor,Tuesday,73290108.0000
Jermaine Kapoor,Wednesday,76236444.0000
Jermaine Kapoor,Thursday,66660852.0000
Jermaine Kapoor,Friday,72553524.0000
Jermaine Kapoor,Saturday,70712064.0000
Jermaine Kapoor,Sunday,67029144.0000
Jermaine Perez,Monday,1265748.2800
Jermaine Perez,Tuesday,1265748.2800
Jermaine Perez,Thursday,316437.0700
Jermaine Perez,Friday,316437.0700
Jermaine Perez,Saturday,632874.1400
Jermaine Perez,Sunday,949311.2100
Jessica Rodriguez,Monday,38992.5200
Jessica Rodriguez,Tuesday,58488.7800
Jessica Rodriguez,Wednesday,19496.2600
Jessica Rodriguez,Thursday,58488.7800
Jessica Rodriguez,Friday,19496.2600
Jessica Rodriguez,Saturday,19496.2600
Jessica Rodriguez,Sunday,58488.7800
Jill Gomez,Monday,217369512.1000
Jill Gomez,Tuesday,235762316.9700
Jill Gomez,Wednesday,237434390.1400
Jill Gomez,Thursday,237434390.1400
Jill Gomez,Friday,185600121.8700
Jill Gomez,Saturday,203992926.7400
Jill Gomez,Sunday,182255975.5300
Jodi Deng,Monday,10885124.2500
Jodi Deng,Tuesday,13787824.0500
Jodi Deng,Wednesday,8708099.4000
Jodi Deng,Thursday,13787824.0500
Jodi Deng,Friday,6531074.5500
Jodi Deng,Saturday,11610799.2000
Jodi Deng,Sunday,11610799.2000
Joe Gutierrez,Monday,816868.7000
Joe Gutierrez,Tuesday,864919.8000
Joe Gutierrez,Wednesday,816868.7000
Joe Gutierrez,Thursday,336357.7000
Joe Gutierrez,Friday,672715.4000
Joe Gutierrez,Saturday,576613.2000
Joe Gutierrez,Sunday,912970.9000
Johnny Kumar,Monday,2636625.6000
Johnny Kumar,Tuesday,1757750.4000
Johnny Kumar,Wednesday,2929584.0000
Johnny Kumar,Thursday,4394376.0000
Johnny Kumar,Friday,1464792.0000
Johnny Kumar,Saturday,1757750.4000
Johnny Kumar,Sunday,2343667.2000
Jonathan Butler,Monday,1073500.1200
Jonathan Butler,Tuesday,1073500.1200
Jonathan Butler,Wednesday,268375.0300
Jonathan Butler,Thursday,268375.0300
Jonathan Butler,Saturday,268375.0300
Jonathan Butler,Sunday,536750.0600
Jonathan Hernandez,Monday,138204.0000
Jonathan Hernandez,Tuesday,138204.0000
Jonathan Hernandez,Wednesday,100512.0000
Jonathan Hernandez,Thursday,87948.0000
Jonathan Hernandez,Friday,62820.0000
Jonathan Hernandez,Saturday,50256.0000
Jonathan Hernandez,Sunday,163332.0000
Jordyn Coleman,Monday,47573400.0000
Jordyn Coleman,Tuesday,45886400.0000
Jordyn Coleman,Wednesday,45886400.0000
Jordyn Coleman,Thursday,42849800.0000
Jordyn Coleman,Friday,35089600.0000
Jordyn Coleman,Saturday,42175000.0000
Jordyn Coleman,Sunday,44199400.0000
Joseph Cantoni,Monday,17444376.9500
Joseph Cantoni,Tuesday,19591377.1900
Joseph Cantoni,Wednesday,19054627.1300
Joseph Cantoni,Thursday,22275127.4900
Joseph Cantoni,Friday,16907626.8900
Joseph Cantoni,Saturday,19054627.1300
Joseph Cantoni,Sunday,15565751.7400
Joseph White,Monday,860540.0000
Joseph White,Tuesday,658060.0000
Joseph White,Wednesday,809920.0000
Joseph White,Thursday,961780.0000
Joseph White,Friday,809920.0000
Joseph White,Saturday,809920.0000
Joseph White,Sunday,759300.0000
José Lopez,Monday,548240.0000
José Lopez,Tuesday,219296.0000
José Lopez,Wednesday,603064.0000
José Lopez,Thursday,438592.0000
José Lopez,Friday,328944.0000
José Lopez,Saturday,657888.0000
José Lopez,Sunday,493416.0000
Julian Jenkins,Monday,155706.4000
Julian Jenkins,Tuesday,155706.4000
Julian Jenkins,Wednesday,119069.6000
Julian Jenkins,Thursday,146547.2000
Julian Jenkins,Friday,174024.8000
Julian Jenkins,Saturday,201502.4000
Julian Jenkins,Sunday,183184.0000
Julie Jai,Monday,5271840.0000
Julie Jai,Tuesday,4686080.0000
Julie Jai,Wednesday,5857600.0000
Julie Jai,Thursday,5857600.0000
Julie Jai,Friday,3807440.0000
Julie Jai,Saturday,4686080.0000
Julie Jai,Sunday,5271840.0000
Julie Luo,Monday,16063031.8850
Julie Luo,Tuesday,15001598.0600
Julie Luo,Wednesday,13869401.9800
Julie Luo,Thursday,13091017.1750
Julie Luo,Friday,12949492.6650
Julie Luo,Saturday,13444828.4500
Julie Luo,Sunday,13303303.9400
Jésus Munoz,Monday,40652466.6900
Jésus Munoz,Tuesday,40263447.8700
Jésus Munoz,Wednesday,38318353.7700
Jésus Munoz,Thursday,43764617.2500
Jésus Munoz,Friday,34817184.3900
Jésus Munoz,Saturday,34428165.5700
Jésus Munoz,Sunday,35595222.0300
Kaitlyn Allen,Monday,0.0000
Kaitlyn Allen,Tuesday,0.0000
Kaitlyn Allen,Wednesday,0.0000
Kaitlyn Allen,Thursday,0.0000
Kaitlyn Allen,Friday,0.0000
Kaitlyn Allen,Saturday,0.0000
Kaitlyn Allen,Sunday,0.0000
Kaitlyn Harris,Monday,1361565.8700
Kaitlyn Harris,Tuesday,1750584.6900
Kaitlyn Harris,Wednesday,1945094.1000
Kaitlyn Harris,Thursday,2334112.9200
Kaitlyn Harris,Friday,583528.2300
Kaitlyn Harris,Saturday,1750584.6900
Kaitlyn Harris,Sunday,1750584.6900
Karen Huang,Monday,0.0000
Karen Huang,Tuesday,0.0000
Karen Huang,Wednesday,0.0000
Karen Huang,Thursday,0.0000
Karen Huang,Friday,0.0000
Karen Huang,Saturday,0.0000
Karen Huang,Sunday,0.0000
Kate Becker,Monday,149702.4000
Kate Becker,Tuesday,324355.2000
Kate Becker,Wednesday,149702.4000
Kate Becker,Thursday,249504.0000
Kate Becker,Friday,249504.0000
Kate Becker,Saturday,149702.4000
Kate Becker,Sunday,199603.2000
Kate Raje,Monday,3468586.8000
Kate Raje,Tuesday,3189127.2000
Kate Raje,Wednesday,3074055.6000
Kate Raje,Thursday,3254882.4000
Kate Raje,Friday,3172688.4000
Kate Raje,Saturday,3369954.0000
Kate Raje,Sunday,3123372.0000
Katherine Cook,Monday,212040.0000
Katherine Cook,Tuesday,243846.0000
Katherine Cook,Wednesday,222642.0000
Katherine Cook,Thursday,201438.0000
Katherine Cook,Friday,53010.0000
Katherine Cook,Saturday,180234.0000
Katherine Cook,Sunday,180234.0000
Kathleen Rubio,Monday,1864532.4600
Kathleen Rubio,Tuesday,3180673.0200
Kathleen Rubio,Wednesday,1206462.1800
Kathleen Rubio,Thursday,2303245.9800
Kathleen Rubio,Friday,2083889.2200
Kathleen Rubio,Saturday,1864532.4600
Kathleen Rubio,Sunday,1645175.7000
Katrina Sharma,Monday,150436125.0000
Katrina Sharma,Tuesday,130992000.0000
Katrina Sharma,Wednesday,118711500.0000
Katrina Sharma,Thursday,144295875.0000
Katrina Sharma,Friday,122805000.0000
Katrina Sharma,Saturday,123828375.0000
Katrina Sharma,Sunday,128945250.0000
Keith Lal,Monday,160056.0000
Keith Lal,Tuesday,176061.6000
Keith Lal,Wednesday,166795.2000
Keith Lal,Thursday,155844.0000
Keith Lal,Friday,187012.8000
Keith Lal,Saturday,174376.8000
Keith Lal,Sunday,156686.4000
Keith Pal,Monday,40557242.1600
Keith Pal,Tuesday,39993947.1300
Keith Pal,Wednesday,38304062.0400
Keith Pal,Thursday,34924291.8600
Keith Pal,Friday,39993947.1300
Keith Pal,Saturday,37740767.0100
Keith Pal,Sunday,41683832.2200
Krista Gill,Monday,0.0000
Krista Gill,Tuesday,0.0000
Krista Gill,Wednesday,0.0000
Krista Gill,Thursday,0.0000
Krista Gill,Friday,0.0000
Krista Gill,Saturday,0.0000
Krista Gill,Sunday,0.0000
Kristen Li,Monday,0.0000
Kristen Li,Tuesday,0.0000
Kristen Li,Wednesday,0.0000
Kristen Li,Thursday,0.0000
Kristen Li,Friday,0.0000
Kristen Li,Saturday,0.0000
Kristen Li,Sunday,0.0000
Kristopher Martinez,Monday,300492.0000
Kristopher Martinez,Tuesday,267104.0000
Kristopher Martinez,Wednesday,200328.0000
Kristopher Martinez,Thursday,300492.0000
Kristopher Martinez,Friday,133552.0000
Kristopher Martinez,Saturday,233716.0000
Kristopher Martinez,Sunday,400656.0000
Kyle Young,Monday,4565923.2000
Kyle Young,Tuesday,5364336.0000
Kyle Young,Wednesday,4615824.0000
Kyle Young,Thursday,5289484.8000
Kyle Young,Friday,4940179.2000
Kyle Young,Saturday,4765526.4000
Kyle Young,Sunday,4990080.0000
Larry Gomez,Monday,6674678.2200
Larry Gomez,Tuesday,10012017.3300
Larry Gomez,Wednesday,5562231.8500
Larry Gomez,Thursday,10012017.3300
Larry Gomez,Friday,8899570.9600
Larry Gomez,Saturday,12236910.0700
Larry Gomez,Sunday,11124463.7000
Latasha Suarez,Monday,3975858.0000
Latasha Suarez,Tuesday,3919860.0000
Latasha Suarez,Wednesday,3807864.0000
Latasha Suarez,Thursday,3695868.0000
Latasha Suarez,Friday,3527874.0000
Latasha Suarez,Saturday,4479840.0000
Latasha Suarez,Sunday,3639870.0000
Lauren Cooper,Monday,436896.0000
Lauren Cooper,Tuesday,305827.2000
Lauren Cooper,Wednesday,327672.0000
Lauren Cooper,Thursday,415051.2000
Lauren Cooper,Friday,327672.0000
Lauren Cooper,Saturday,415051.2000
Lauren Cooper,Sunday,480585.6000
Levi Gonzalez,Monday,0.0000
Levi Gonzalez,Tuesday,0.0000
Levi Gonzalez,Wednesday,0.0000
Levi Gonzalez,Thursday,0.0000
Levi Gonzalez,Friday,0.0000
Levi Gonzalez,Saturday,0.0000
Levi Gonzalez,Sunday,0.0000
Levi Prasad,Monday,551932.2600
Levi Prasad,Tuesday,426493.1100
Levi Prasad,Wednesday,501756.6000
Levi Prasad,Thursday,200702.6400
Levi Prasad,Friday,451580.9400
Levi Prasad,Saturday,526844.4300
Levi Prasad,Sunday,602107.9200
Lisa Chen,Monday,2426742.1500
Lisa Chen,Tuesday,4160129.4000
Lisa Chen,Wednesday,2773419.6000
Lisa Chen,Thursday,3466774.5000
Lisa Chen,Friday,1733387.2500
Lisa Chen,Saturday,3466774.5000
Lisa Chen,Sunday,2426742.1500
Louis Hu,Monday,3316299.1400
Louis Hu,Tuesday,3042018.7600
Louis Hu,Wednesday,3316299.1400
Louis Hu,Thursday,3765121.5800
Louis Hu,Friday,3116822.5000
Louis Hu,Saturday,3341233.7200
Louis Hu,Sunday,2468523.4200
Luke Simmons,Monday,4048800.0000
Luke Simmons,Tuesday,2361800.0000
Luke Simmons,Wednesday,2361800.0000
Luke Simmons,Thursday,1687000.0000
Luke Simmons,Friday,4048800.0000
Luke Simmons,Saturday,1687000.0000
Luke Simmons,Sunday,3711400.0000
Mackenzie Adams,Monday,4279207.0200
Mackenzie Adams,Tuesday,3112150.5600
Mackenzie Adams,Wednesday,4668225.8400
Mackenzie Adams,Thursday,2917641.1500
Mackenzie Adams,Friday,3890188.2000
Mackenzie Adams,Saturday,1945094.1000
Mackenzie Adams,Sunday,1945094.1000
Mackenzie Ramirez,Monday,623760.0000
Mackenzie Ramirez,Tuesday,449107.2000
Mackenzie Ramirez,Wednesday,399206.4000
Mackenzie Ramirez,Thursday,474057.6000
Mackenzie Ramirez,Friday,324355.2000
Mackenzie Ramirez,Saturday,449107.2000
Mackenzie Ramirez,Sunday,324355.2000
Madison Foster,Monday,9266.4000
Madison Foster,Tuesday,7581.6000
Madison Foster,Wednesday,5896.8000
Madison Foster,Thursday,5896.8000
Madison Foster,Friday,7581.6000
Madison Foster,Saturday,7581.6000
Madison Foster,Sunday,5054.4000
Marc Romero,Monday,46033653.6000
Marc Romero,Tuesday,44789500.8000
Marc Romero,Wednesday,40434966.0000
Marc Romero,Thursday,41679118.8000
Marc Romero,Friday,41679118.8000
Marc Romero,Saturday,38568736.8000
Marc Romero,Sunday,43545348.0000
Mario Rai,Monday,0.0000
Mario Rai,Tuesday,0.0000
Mario Rai,Wednesday,0.0000
Mario Rai,Thursday,0.0000
Mario Rai,Friday,0.0000
Mario Rai,Saturday,0.0000
Mario Rai,Sunday,0.0000
Marissa price,Monday,238929.6000
Marissa price,Tuesday,398216.0000
Marissa price,Wednesday,199108.0000
Marissa price,Thursday,318572.8000
Marissa price,Friday,358394.4000
Marissa price,Saturday,398216.0000
Marissa price,Sunday,398216.0000
Martin Patel,Monday,74214.0000
Martin Patel,Tuesday,127224.0000
Martin Patel,Wednesday,84816.0000
Martin Patel,Thursday,42408.0000
Martin Patel,Friday,106020.0000
Martin Patel,Saturday,106020.0000
Martin Patel,Sunday,258121.4100
Marvin Gomez,Monday,29851524.0000
Marvin Gomez,Tuesday,29641302.0000
Marvin Gomez,Wednesday,25226640.0000
Marvin Gomez,Thursday,21442644.0000
Marvin Gomez,Friday,27749304.0000
Marvin Gomez,Saturday,27749304.0000
Marvin Gomez,Sunday,25647084.0000
María Flores,Monday,5407828.8600
María Flores,Tuesday,5140114.5600
María Flores,Wednesday,5086571.7000
María Flores,Thursday,5140114.5600
María Flores,Friday,5300743.1400
María Flores,Saturday,4979485.9800
María Flores,Sunday,5622000.3000
Mason Cook,Monday,2089990.0000
Mason Cook,Tuesday,5224975.0000
Mason Cook,Thursday,3134985.0000
Mason Cook,Friday,1044995.0000
Mason Cook,Saturday,3134985.0000
Mason Cook,Sunday,3134985.0000
Mason Wright,Monday,25098.4000
Mason Wright,Tuesday,25098.4000
Mason Wright,Wednesday,50196.8000
Mason Wright,Thursday,25098.4000
Mason Wright,Friday,50196.8000
Mason Wright,Saturday,100393.6000
Mason Wright,Sunday,50196.8000
Mayra Sanchez,Monday,658070.2800
Mayra Sanchez,Tuesday,987105.4200
Mayra Sanchez,Wednesday,987105.4200
Mayra Sanchez,Thursday,987105.4200
Mayra Sanchez,Friday,1206462.1800
Mayra Sanchez,Saturday,877427.0400
Mayra Sanchez,Sunday,658070.2800
Melanie Alexander,Monday,1742580.0000
Melanie Alexander,Tuesday,2207268.0000
Melanie Alexander,Wednesday,1394064.0000
Melanie Alexander,Thursday,1510236.0000
Melanie Alexander,Friday,1626408.0000
Melanie Alexander,Saturday,1974924.0000
Melanie Alexander,Sunday,1974924.0000
Melanie Russell,Monday,186164448.4000
Melanie Russell,Tuesday,200339406.4000
Melanie Russell,Wednesday,182384459.6000
Melanie Russell,Thursday,203174398.0000
Melanie Russell,Friday,189944437.2000
Melanie Russell,Saturday,175769479.2000
Melanie Russell,Sunday,161594521.2000
Melinda Jimenez,Monday,3707733.9000
Melinda Jimenez,Tuesday,3460551.6400
Melinda Jimenez,Wednesday,3460551.6400
Melinda Jimenez,Thursday,2966187.1200
Melinda Jimenez,Friday,3460551.6400
Melinda Jimenez,Saturday,4696462.9400
Melinda Jimenez,Sunday,3460551.6400
Michael John Troyer,Monday,514736.0000
Michael John Troyer,Tuesday,514736.0000
Michael John Troyer,Wednesday,926524.8000
Michael John Troyer,Thursday,926524.8000
Michael John Troyer,Friday,926524.8000
Michael John Troyer,Saturday,926524.8000
Michael John Troyer,Sunday,1338313.6000
Micheal Vazquez,Monday,2831390.8000
Micheal Vazquez,Tuesday,4247086.2000
Micheal Vazquez,Wednesday,2629148.6000
Micheal Vazquez,Thursday,3842601.8000
Micheal Vazquez,Friday,5258297.2000
Micheal Vazquez,Saturday,3842601.8000
Micheal Vazquez,Sunday,4044844.0000
Michele Raji,Monday,466108.1400
Michele Raji,Thursday,233054.0700
Michele Raji,Friday,466108.1400
Michele Raji,Saturday,466108.1400
Michele Raji,Sunday,1398324.4200
Miguel Gonzalez,Monday,9060761.0500
Miguel Gonzalez,Tuesday,7325721.7000
Miguel Gonzalez,Wednesday,8096850.3000
Miguel Gonzalez,Thursday,7210052.4100
Miguel Gonzalez,Friday,7017270.2600
Miguel Gonzalez,Saturday,7325721.7000
Miguel Gonzalez,Sunday,7518503.8500
Monique Torres,Monday,2349149.4000
Monique Torres,Tuesday,4698298.8000
Monique Torres,Wednesday,3132199.2000
Monique Torres,Thursday,3523724.1000
Monique Torres,Friday,2349149.4000
Monique Torres,Saturday,3132199.2000
Monique Torres,Sunday,3915249.0000
Morgan Hill,Monday,421481.3400
Morgan Hill,Tuesday,351234.4500
Morgan Hill,Wednesday,491728.2300
Morgan Hill,Thursday,210740.6700
Morgan Hill,Friday,257571.9300
Morgan Hill,Saturday,257571.9300
Morgan Hill,Sunday,491728.2300
Mya Coleman,Monday,0.0000
Mya Coleman,Tuesday,0.0000
Mya Coleman,Wednesday,0.0000
Mya Coleman,Thursday,0.0000
Mya Coleman,Friday,0.0000
Mya Coleman,Saturday,0.0000
Mya Coleman,Sunday,0.0000
Nancy Buchanan,Monday,7822395.0000
Nancy Buchanan,Tuesday,8933998.5000
Nancy Buchanan,Wednesday,8357611.5000
Nancy Buchanan,Thursday,8398782.0000
Nancy Buchanan,Friday,7163667.0000
Nancy Buchanan,Saturday,8563464.0000
Nancy Buchanan,Sunday,7987077.0000
Natalie Reed,Monday,78192.0000
Natalie Reed,Wednesday,156384.0000
Natalie Reed,Thursday,469152.0000
Natalie Reed,Friday,312768.0000
Natalie Reed,Saturday,234576.0000
Natalie Reed,Sunday,156384.0000
Natalie Williams,Monday,8360365.8500
Natalie Williams,Tuesday,11704512.1900
Natalie Williams,Wednesday,15048658.5300
Natalie Williams,Thursday,16720731.7000
Natalie Williams,Friday,16720731.7000
Natalie Williams,Saturday,21736951.2100
Natalie Williams,Sunday,5016219.5100
Nathaniel Howard,Monday,564874338.6000
Nathaniel Howard,Tuesday,538354416.6000
Nathaniel Howard,Wednesday,490618557.0000
Nathaniel Howard,Thursday,533050432.2000
Nathaniel Howard,Friday,490618557.0000
Nathaniel Howard,Saturday,562222346.4000
Nathaniel Howard,Sunday,485314572.6000
Nicolas Raje,Monday,262953.6000
Nicolas Raje,Tuesday,256692.8000
Nicolas Raje,Wednesday,181563.2000
Nicolas Raje,Thursday,175302.4000
Nicolas Raje,Friday,187824.0000
Nicolas Raje,Saturday,209736.8000
Nicolas Raje,Sunday,259823.2000
Noah Bryant,Monday,637145.6000
Noah Bryant,Tuesday,876075.2000
Noah Bryant,Wednesday,438037.6000
Noah Bryant,Thursday,676967.2000
Noah Bryant,Friday,676967.2000
Noah Bryant,Saturday,358394.4000
Noah Bryant,Sunday,398216.0000
Noah Jones,Monday,1051110.0000
Noah Jones,Tuesday,2102220.0000
Noah Jones,Wednesday,1261332.0000
Noah Jones,Thursday,2522664.0000
Noah Jones,Friday,1681776.0000
Noah Jones,Saturday,2312442.0000
Noah Jones,Sunday,1051110.0000
Olivia Bennett,Monday,0.0000
Olivia Bennett,Tuesday,0.0000
Olivia Bennett,Wednesday,0.0000
Olivia Bennett,Thursday,0.0000
Olivia Bennett,Friday,0.0000
Olivia Bennett,Saturday,0.0000
Olivia Bennett,Sunday,0.0000
Olivia Cox,Monday,4934085.0300
Olivia Cox,Tuesday,5612848.0500
Olivia Cox,Wednesday,5247360.2700
Olivia Cox,Thursday,5560635.5100
Olivia Cox,Friday,4803553.6800
Olivia Cox,Saturday,4673022.3300
Olivia Cox,Sunday,5116828.9200
Olivia Howard,Monday,411705.0000
Olivia Howard,Tuesday,370534.5000
Olivia Howard,Wednesday,288193.5000
Olivia Howard,Thursday,288193.5000
Olivia Howard,Friday,411705.0000
Olivia Howard,Saturday,329364.0000
Olivia Howard,Sunday,329364.0000
Pablo Rovira Diez,Monday,1007613.3600
Pablo Rovira Diez,Tuesday,755710.0200
Pablo Rovira Diez,Thursday,755710.0200
Pablo Rovira Diez,Friday,251903.3400
Pablo Rovira Diez,Saturday,251903.3400
Pablo Rovira Diez,Sunday,251903.3400
Patrick Sanders,Monday,2988748.8000
Patrick Sanders,Tuesday,2407603.2000
Patrick Sanders,Wednesday,2656665.6000
Patrick Sanders,Thursday,2781196.8000
Patrick Sanders,Friday,2511379.2000
Patrick Sanders,Saturday,2615155.2000
Patrick Sanders,Sunday,2718931.2000
Peter Black,Monday,550005.8200
Peter Black,Tuesday,707150.3400
Peter Black,Wednesday,1021439.3800
Peter Black,Thursday,785722.6000
Peter Black,Friday,550005.8200
Peter Black,Saturday,550005.8200
Peter Black,Sunday,471433.5600
Philip Gutierrez,Monday,15311159.5000
Philip Gutierrez,Tuesday,15926683.5000
Philip Gutierrez,Wednesday,13464587.5000
Philip Gutierrez,Thursday,14464814.0000
Philip Gutierrez,Friday,14695635.5000
Philip Gutierrez,Saturday,15695862.0000
Philip Gutierrez,Sunday,16542207.5000
Preston Perez,Monday,16374000.0000
Preston Perez,Tuesday,16374000.0000
Preston Perez,Wednesday,8187000.0000
Preston Perez,Thursday,16374000.0000
Preston Perez,Friday,8187000.0000
Preston Perez,Saturday,18420750.0000
Preston Perez,Sunday,23537625.0000
Randall Ruiz,Monday,374800.0200
Randall Ruiz,Tuesday,481885.7400
Randall Ruiz,Wednesday,508657.1700
Randall Ruiz,Thursday,508657.1700
Randall Ruiz,Friday,535428.6000
Randall Ruiz,Saturday,455114.3100
Randall Ruiz,Sunday,401571.4500
Randy Zhang,Monday,1154107.5000
Randy Zhang,Tuesday,1615750.5000
Randy Zhang,Wednesday,1077167.0000
Randy Zhang,Thursday,1538810.0000
Randy Zhang,Friday,1000226.5000
Randy Zhang,Saturday,1307988.5000
Randy Zhang,Sunday,1538810.0000
Raymond Madan,Monday,6098976.0000
Raymond Madan,Tuesday,7193664.0000
Raymond Madan,Wednesday,4847904.0000
Raymond Madan,Thursday,5786208.0000
Raymond Madan,Friday,5160672.0000
Raymond Madan,Saturday,5082480.0000
Raymond Madan,Sunday,4222368.0000
Richard Brown,Monday,13470826.5000
Richard Brown,Tuesday,11087100.0000
Richard Brown,Wednesday,10255567.5000
Richard Brown,Thursday,9091422.0000
Richard Brown,Friday,12417552.0000
Richard Brown,Saturday,10976229.0000
Richard Brown,Sunday,9368599.5000
Richard Cooper,Monday,401870.9800
Richard Cooper,Tuesday,386264.3400
Richard Cooper,Wednesday,364805.2100
Richard Cooper,Thursday,411625.1300
Richard Cooper,Friday,372608.5300
Richard Cooper,Saturday,403821.8100
Richard Cooper,Sunday,351149.4000
Richard Martinez,Monday,0.0000
Richard Martinez,Tuesday,0.0000
Richard Martinez,Wednesday,0.0000
Richard Martinez,Thursday,0.0000
Richard Martinez,Friday,0.0000
Richard Martinez,Saturday,0.0000
Richard Martinez,Sunday,0.0000
Robin Ortega,Monday,675584.0000
Robin Ortega,Tuesday,1055600.0000
Robin Ortega,Wednesday,844480.0000
Robin Ortega,Thursday,717808.0000
Robin Ortega,Friday,675584.0000
Robin Ortega,Saturday,380016.0000
Robin Ortega,Sunday,591136.0000
Rodney Sanz,Monday,4579484.0000
Rodney Sanz,Tuesday,6212169.6000
Rodney Sanz,Wednesday,4818413.6000
Rodney Sanz,Thursday,5336094.4000
Rodney Sanz,Friday,5415737.6000
Rodney Sanz,Saturday,4340554.4000
Rodney Sanz,Sunday,5176808.0000
Ryan Alexander,Monday,636860.2950
Ryan Alexander,Tuesday,495335.7850
Ryan Alexander,Wednesday,707622.5500
Ryan Alexander,Thursday,495335.7850
Ryan Alexander,Friday,919909.3150
Ryan Alexander,Saturday,212286.7650
Ryan Alexander,Sunday,636860.2950
Ryan Davis,Monday,16147908.0000
Ryan Davis,Tuesday,16380252.0000
Ryan Davis,Wednesday,13243608.0000
Ryan Davis,Thursday,16147908.0000
Ryan Davis,Friday,14870016.0000
Ryan Davis,Saturday,14521500.0000
Ryan Davis,Sunday,13243608.0000
Samuel Johnston,Monday,767924.0000
Samuel Johnston,Tuesday,767924.0000
Samuel Johnston,Wednesday,600984.0000
Samuel Johnston,Thursday,634372.0000
Samuel Johnston,Friday,600984.0000
Samuel Johnston,Saturday,333880.0000
Samuel Johnston,Sunday,400656.0000
Samuel Robinson,Monday,24473820.1400
Samuel Robinson,Tuesday,21136481.0300
Samuel Robinson,Wednesday,14461802.8100
Samuel Robinson,Thursday,18911588.2900
Samuel Robinson,Friday,17799141.9200
Samuel Robinson,Saturday,18911588.2900
Samuel Robinson,Sunday,15574249.1800
Samuel Sharma,Monday,0.0000
Samuel Sharma,Tuesday,0.0000
Samuel Sharma,Wednesday,0.0000
Samuel Sharma,Thursday,0.0000
Samuel Sharma,Friday,0.0000
Samuel Sharma,Saturday,0.0000
Samuel Sharma,Sunday,0.0000
Samuel Young,Monday,1796895.1800
Samuel Young,Tuesday,1650636.2700
Samuel Young,Wednesday,1358118.4500
Samuel Young,Thursday,1629742.1400
Samuel Young,Friday,1190965.4100
Samuel Young,Saturday,1316330.1900
Samuel Young,Sunday,1211859.5400
Sean Green,Monday,4992478.1700
Sean Green,Tuesday,5042653.8300
Sean Green,Wednesday,4490721.5700
Sean Green,Thursday,5143005.1500
Sean Green,Friday,5318619.9600
Sean Green,Saturday,4666336.3800
Sean Green,Sunday,4691424.2100
Seth Bennett,Monday,287168.9700
Seth Bennett,Tuesday,287168.9700
Seth Bennett,Wednesday,78318.8100
Seth Bennett,Thursday,261062.7000
Seth Bennett,Friday,339381.5100
Seth Bennett,Saturday,156637.6200
Seth Bennett,Sunday,156637.6200
Shaun Andersen,Monday,730975.5600
Shaun Andersen,Tuesday,287168.9700
Shaun Andersen,Wednesday,339381.5100
Shaun Andersen,Thursday,496019.1300
Shaun Andersen,Friday,417700.3200
